id,sourcePath,examTypes,questionType,difficulty,kpGroup,archetypeId,taskFlavor,qualityScore,reasons,recommendedAction
papers/2026/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-1,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0232-gesp-1-medium-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-1,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01/question-bundles/2026-05-02-bulk2000-r04-b0344-gesp-6-medium-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-6,single_choice,medium,DS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0055-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0055-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-02-bulk5355-a01-b0055-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0055-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,medium,ALG,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,medium,ALG,inferred-sorting_trace,sorting_trace,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0067-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,medium,ALG,inferred-sorting_trace,sorting_trace,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#1,papers/2026/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0073-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0079-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0079-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#2,papers/2026/2026-05-02-bulk5355-a01-b0079-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0079-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0085-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0091-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0091-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0091-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0091-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#2,papers/2026/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#3,papers/2026/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0097-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#1,papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#2,papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#3,papers/2026/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0103-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0121-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0121-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-02-bulk5355-a01-b0121-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0121-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json,CSP-S,single_choice,medium,DS,inferred-sorting_trace,sorting_trace,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0127-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0127-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-02-bulk5355-a01-b0127-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0127-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json,CSP-S,single_choice,medium,DS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0133-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0133-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a01-b0133-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0133-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json,CSP-S,single_choice,medium,DS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0235-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0235-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json#2,papers/2026/2026-05-02-bulk5355-a01-b0235-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0235-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-2,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-2,single_choice,medium,BAS,inferred-loop_iteration_count,loop_iteration_count,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json#3,papers/2026/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-2,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0241-gesp-2-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-2,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0307-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0307-csp-s-medium-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a01-b0307-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0307-csp-s-medium-v01__question-bundle__single-choice__cpp__n5__v01.json,CSP-S,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01__question-bundle__single-choice__cpp__n4__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01__question-bundle__single-choice__cpp__n4__v01.json,CSP-S,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01__question-bundle__single-choice__cpp__n4__v01.json#2,papers/2026/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0313-csp-s-medium-v01__question-bundle__single-choice__cpp__n4__v01.json,CSP-S,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0331-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0331-csp-j-medium-v01__question-bundle__single-choice__bas__n5__v01.json#2,papers/2026/2026-05-02-bulk5355-a01-b0331-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0331-csp-j-medium-v01__question-bundle__single-choice__bas__n5__v01.json,CSP-J,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01__question-bundle__single-choice__bas__n4__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01__question-bundle__single-choice__bas__n4__v01.json,CSP-J,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01__question-bundle__single-choice__bas__n4__v01.json#1,papers/2026/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01__question-bundle__single-choice__bas__n4__v01.json,CSP-J,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01__question-bundle__single-choice__bas__n4__v01.json#2,papers/2026/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0349-csp-j-medium-v01__question-bundle__single-choice__bas__n4__v01.json,CSP-J,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0355-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0355-csp-j-medium-v01__question-bundle__single-choice__cpp__n4__v01.json#3,papers/2026/2026-05-02-bulk5355-a01-b0355-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0355-csp-j-medium-v01__question-bundle__single-choice__cpp__n4__v01.json,CSP-J,single_choice,medium,CPP,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0445-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0445-csp-j-medium-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-02-bulk5355-a01-b0445-csp-j-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0445-csp-j-medium-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-J,single_choice,medium,ALG,inferred-sorting_trace,sorting_trace,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0457-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0457-gesp-2-medium-v01__question-bundle__single-choice__cs__n5__v01.json#0,papers/2026/2026-05-02-bulk5355-a01-b0457-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0457-gesp-2-medium-v01__question-bundle__single-choice__cs__n5__v01.json,GESP-2,single_choice,medium,CS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a01-b0469-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0469-gesp-2-medium-v01__question-bundle__single-choice__cs__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a01-b0469-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a01-b0469-gesp-2-medium-v01__question-bundle__single-choice__cs__n5__v01.json,GESP-2,single_choice,medium,CS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,medium,ALG,inferred-sorting_trace,sorting_trace,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0056-csp-s-medium-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,medium,ALG,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0062-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0062-csp-s-medium-v01__question-bundle__single-choice__alg__n4__v01.json#3,papers/2026/2026-05-02-bulk5355-a02-b0062-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0062-csp-s-medium-v01__question-bundle__single-choice__alg__n4__v01.json,CSP-S,single_choice,medium,ALG,inferred-sorting_trace,sorting_trace,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#0,papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#1,papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#2,papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0074-gesp-1-medium-v01__question-bundle__single-choice__bas__n5__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0080-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0080-gesp-1-medium-v01__question-bundle__single-choice__bas__n3__v01.json#2,papers/2026/2026-05-02-bulk5355-a02-b0080-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0080-gesp-1-medium-v01__question-bundle__single-choice__bas__n3__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#0,papers/2026/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#1,papers/2026/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json#3,papers/2026/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0086-gesp-1-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-1,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json,CSP-S,single_choice,medium,DS,inferred-sorting_trace,sorting_trace,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json,CSP-S,single_choice,medium,DS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0116-csp-s-medium-v01__question-bundle__single-choice__ds__n5__v01.json,CSP-S,single_choice,medium,DS,inferred-complexity_bound_reasoning,complexity_bound_reasoning,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01__question-bundle__single-choice__bas__n4__v01.json#0,papers/2026/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-2,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01__question-bundle__single-choice__bas__n4__v01.json#3,papers/2026/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0242-gesp-2-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-2,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
papers/2026/2026-05-02-bulk5355-a02-b0248-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0248-gesp-2-medium-v01__question-bundle__single-choice__bas__n4__v01.json#0,papers/2026/2026-05-02-bulk5355-a02-b0248-gesp-2-medium-v01/question-bundles/2026-05-02-bulk5355-a02-b0248-gesp-2-medium-v01__question-bundle__single-choice__bas__n4__v01.json,GESP-2,single_choice,medium,BAS,inferred-generic_concept,generic_concept,0.58,qualityScore_below_0.65,rewrite_review
